"","(Intercept)","MSSubClass","MSZoningFV","MSZoningRH","MSZoningRL","MSZoningRM","LotArea","StreetPave","LotShapeIR2","LotShapeIR3","LotShapeReg","LandContourHLS","LandContourLow","LandContourLvl","UtilitiesNoSeWa","LotConfigCulDSac","LotConfigFR2","LotConfigFR3","LotConfigInside","LandSlopeMod","LandSlopeSev","NeighborhoodBlueste","NeighborhoodBrDale","NeighborhoodBrkSide","NeighborhoodClearCr","NeighborhoodCollgCr","NeighborhoodCrawfor","NeighborhoodEdwards","NeighborhoodGilbert","NeighborhoodIDOTRR","NeighborhoodMeadowV","NeighborhoodMitchel","NeighborhoodNAmes","NeighborhoodNoRidge","NeighborhoodNPkVill","NeighborhoodNridgHt","NeighborhoodNWAmes","NeighborhoodOldTown","NeighborhoodSawyer","NeighborhoodSawyerW","NeighborhoodSomerst","NeighborhoodStoneBr","NeighborhoodSWISU","NeighborhoodTimber","NeighborhoodVeenker","Condition1Feedr","Condition1Norm","Condition1PosA","Condition1PosN","Condition1RRAe","Condition1RRAn","Condition1RRNe","Condition1RRNn","Condition2Feedr","Condition2Norm","Condition2PosA","Condition2PosN","Condition2RRAe","Condition2RRAn","Condition2RRNn","BldgType2fmCon","BldgTypeDuplex","BldgTypeTwnhs","BldgTypeTwnhsE","HouseStyle1.5Unf","HouseStyle1Story","HouseStyle2.5Fin","HouseStyle2.5Unf","HouseStyle2Story","HouseStyleSFoyer","HouseStyleSLvl","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyleGable","RoofStyleGambrel","RoofStyleHip","RoofStyleMansard","RoofStyleShed","RoofMatlCompShg","RoofMatlMembran","RoofMatlMetal","RoofMatlRoll","RoofMatlTar&Grv","RoofMatlWdShake","RoofMatlWdShngl","Exterior1stAsphShn","Exterior1stBrkComm","Exterior1stBrkFace","Exterior1stCBlock","Exterior1stCemntBd","Exterior1stHdBoard","Exterior1stImStucc","Exterior1stMetalSd","Exterior1stPlywood","Exterior1stStone","Exterior1stStucco","Exterior1stVinylSd","Exterior1stWd Sdng","Exterior1stWdShing","Exterior2ndAsphShn","Exterior2ndBrk Cmn","Exterior2ndBrkFace","Exterior2ndCBlock","Exterior2ndCmentBd","Exterior2ndHdBoard","Exterior2ndImStucc","Exterior2ndMetalSd","Exterior2ndOther","Exterior2ndPlywood","Exterior2ndStone","Exterior2ndStucco","Exterior2ndVinylSd","Exterior2ndWd Sdng","Exterior2ndWd Shng","MasVnrTypeBrkFace","MasVnrTypeNone","MasVnrTypeStone","MasVnrArea","ExterQualFa","ExterQualGd","ExterQualTA","ExterCondFa","ExterCondGd","ExterCondPo","ExterCondTA","FoundationCBlock","FoundationPConc","FoundationSlab","FoundationStone","FoundationWood","BsmtQualFa","BsmtQualGd","BsmtQualTA","BsmtCondGd","BsmtCondPo","BsmtCondTA","BsmtExposureGd","BsmtExposureMn","BsmtExposureNo","BsmtFinType1BLQ","BsmtFinType1GLQ","BsmtFinType1LwQ","BsmtFinType1Rec","BsmtFinType1Unf","BsmtFinSF1","BsmtFinType2BLQ","BsmtFinType2GLQ","BsmtFinType2LwQ","BsmtFinType2Rec","BsmtFinType2Unf","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","HeatingGasA","HeatingGasW","HeatingGrav","HeatingOthW","HeatingWall","HeatingQCFa","HeatingQCGd","HeatingQCPo","HeatingQCTA","CentralAirY","ElectricalFuseF","ElectricalFuseP","ElectricalMix","ElectricalSBrkr","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQualFa","KitchenQualGd","KitchenQualTA","TotRmsAbvGrd","FunctionalMaj2","FunctionalMin1","FunctionalMin2","FunctionalMod","FunctionalSev","FunctionalTyp","Fireplaces","GarageTypeAttchd","GarageTypeBasment","GarageTypeBuiltIn","GarageTypeCarPort","GarageTypeDetchd","GarageYrBlt","GarageFinishRFn","GarageFinishUnf","GarageCars","GarageArea","GarageQualFa","GarageQualGd","GarageQualPo","GarageQualTA","GarageCondFa","GarageCondGd","GarageCondPo","GarageCondTA","PavedDriveP","PavedDriveY","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","MiscVal","MoSold","YrSold","SaleTypeCon","SaleTypeConLD","SaleTypeConLI","SaleTypeConLw","SaleTypeCWD","SaleTypeNew","SaleTypeOth","SaleTypeWD","SaleConditionAdjLand","SaleConditionAlloca","SaleConditionFamily","SaleConditionNormal","SaleConditionPartial"
"586",1,0.0936662974854238,1,0,0,0,-0.353722403543679,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.589117211952074,-0.553194943706836,0.946126618924788,0.755357793847599,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,-0.594597929672235,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0.596708466134742,0,0,0,0,1,-0.296144691502133,-0.598919086483057,-0.0960356483839971,1,0,0,0,0,0,0,0,0,1,0,0,0,1,-0.308349978785099,1.169269891938,-0.10370107233526,0.751882185483024,1.08854214152669,-0.250483467567576,0.775269919018846,1.18440562128709,0.174173450108972,-0.171126483353232,0,1,0,0.283851835239379,0,0,0,0,0,1,0.544274179529092,1,0,0,0,0,0.904327974167597,0,0,0.202670971534758,0.795398335361244,0,0,0,1,0,0,0,1,0,1,-0.779262898941257,2.86429237302095,-0.349481284038999,-0.118643310289815,-0.283096987899947,-0.071743742720667,-0.0845039009804176,-0.493376471343229,-0.605460035855428,0,0,0,0,0,0,0,1,0,0,0,1,0
"587",1,0.578484502651757,0,0,1,0,0.305100234600101,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.34413524795962,1.30187982992661,-0.0348113922313815,0.459739777516075,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,-0.594597929672235,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,2.06142316129149,0,0,0,0,1,-0.296144691502133,-0.092043913431696,2.11081976488589,1,0,0,0,0,0,1,0,0,1,0,0,0,1,2.13057987993041,0.787733511359364,-0.10370107233526,2.24060641466317,1.08854214152669,-0.250483467567576,0.775269919018846,1.18440562128709,1.46170978295872,-0.171126483353232,0,0,0,1.54562510949283,0,0,0,0,0,1,3.64316291233728,1,0,0,0,0,-0.26626630304254,0,0,0.202670971534758,0.195704166796671,0,0,0,1,0,0,0,1,0,1,1.3299278717389,0.967181923823349,-0.349481284038999,-0.118643310289815,-0.283096987899947,-0.071743742720667,-0.0845039009804176,0.247518835791721,0.897518680238429,0,0,0,0,0,0,0,1,0,0,0,1,0
"588",1,0.0936662974854238,0,0,1,0,0.00838818890450998,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.920918860063011,-0.553194943706836,-0.136287738213054,-0.821271626587194,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.822391166128185,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0.0626979001921767,1,0,0,0,0,1.43072593754042,-1.32400061205877,-0.779051234390431,1,0,0,0,0,0,0,0,0,1,0,0,0,1,-1.02476946008329,1.09659629563731,-0.10370107233526,0.15831342830023,-0.850831207824453,-0.250483467567576,0.775269919018846,1.18440562128709,1.46170978295872,-0.171126483353232,0,0,1,0.283851835239379,0,1,0,0,0,0,-1.005170186875,1,0,0,0,0,-0.387362262753934,0,0,0.202670971534758,-0.211231161872147,0,0,0,1,0,0,0,1,0,1,0.851635540841169,-0.73103791376483,-0.349481284038999,-0.118643310289815,-0.283096987899947,-0.071743742720667,-0.0845039009804176,-0.863824124910704,-0.605460035855428,0,0,0,0,0,0,0,1,0,0,0,1,0
"589",1,-0.875970112847243,1,0,0,0,-0.146981731339089,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.09915328396716,-0.553194943706836,1.21673020820925,1.1495151489563,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.278224251010913,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1.43150865697557,0,0,0,0,1,-0.296144691502133,0.142073318964224,1.65218836056388,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1.52537353110811,-0.811085607255873,-0.10370107233526,0.438769863732877,1.08854214152669,-0.250483467567576,0.775269919018846,1.18440562128709,-1.11336288274077,-0.171126483353232,0,0,0,0.283851835239379,0,0,0,0,0,1,0.544274179529092,1,0,0,0,0,1.22725053339798,0,0,1.77926259893886,-0.125560566362922,0,0,0,1,0,0,0,1,0,1,0.749704388354767,1.25786820232943,-0.349481284038999,-0.118643310289815,-0.283096987899947,-0.071743742720667,-0.0845039009804176,1.35886179649415,0.897518680238429,0,0,0,0,0,1,0,0,0,0,0,0,1
"590",1,-0.875970112847243,0,0,1,0,-0.0170553285450956,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.165900824055469,-0.553194943706836,-0.0686368408919391,-0.72273228781002,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,-0.594597929672235,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,-0.397205077007339,0,0,1,0,0,-0.0855507123506025,0.185259992901336,-0.283433426494066,1,0,0,0,0,0,0,0,1,1,0,0,0,1,-0.504912724556444,-0.811085607255873,-0.10370107233526,-1.06916371033992,1.08854214152669,-0.250483467567576,-1.05098210852907,1.18440562128709,0.174173450108972,-0.171126483353232,0,0,1,-0.977921439014075,0,0,0,0,0,1,-1.005170186875,0,0,0,0,1,0.0162909362840448,0,1,0.202670971534758,0.39917183113108,0,0,0,1,0,0,0,1,0,1,-0.779262898941257,4.0423367648614,0.307938079841611,-0.118643310289815,-0.283096987899947,-0.071743742720667,-0.0845039009804176,-1.23427177847818,-0.605460035855428,0,0,0,0,0,0,0,1,0,0,0,1,0
"591",1,-0.875970112847243,0,0,1,0,-0.024601314708857,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.165900824055469,-0.553194943706836,-0.677494916781975,-1.60958633680459,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.569164977905296,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0.0779553449333928,0,0,0,0,1,-0.296144691502133,0.0261511941856618,-0.00480251956725316,1,0,0,0,0,0,0,0,0,1,0,0,0,1,-0.212654957817471,-0.811085607255873,-0.10370107233526,-0.852098113053005,-0.850831207824453,-0.250483467567576,-1.05098210852907,-0.798992027376396,0.174173450108972,-0.171126483353232,0,0,1,-0.977921439014075,0,0,0,0,0,1,2.09371854593319,1,0,0,0,0,-1.0332073812147,1,0,0.202670971534758,-0.0345355586343707,0,0,0,1,0,0,0,1,0,1,-0.779262898941257,-0.73103791376483,-0.349481284038999,-0.118643310289815,4.66078140290941,-0.071743742720667,-0.0845039009804176,-0.122928817775754,0.146029322191501,0,0,0,0,0,0,0,1,0,0,0,1,0
"592",1,0.0936662974854238,0,0,1,0,-0.290839185512334,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.165900824055469,-0.553194943706836,-0.237764084194727,-0.969080634752956,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1.29651679514125,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,-1.01186213658205,0,0,0,0,1,-0.296144691502133,0.394374414070507,-0.8382294801094,1,0,0,0,0,0,0,0,1,1,0,0,0,1,-0.323868090293363,0.978501701648682,-0.10370107233526,0.578998081449201,-0.850831207824453,-0.250483467567576,-1.05098210852907,1.18440562128709,1.46170978295872,-0.171126483353232,0,0,1,0.283851835239379,0,0,0,0,0,1,0.544274179529092,1,0,0,0,0,-0.508458222465327,0,1,0.202670971534758,-0.318319406258678,0,0,0,1,0,0,0,1,0,1,-0.779262898941257,1.16607253543278,3.2005832809163,-0.118643310289815,-0.283096987899947,-0.071743742720667,-0.0845039009804176,-0.122928817775754,1.64900803828536,0,0,0,0,0,0,0,1,0,0,0,1,0
"593",1,0.33607540006859,0,0,1,0,-0.156946302811748,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1.67593689607055,-0.553194943706836,-1.11722574936922,-1.75739534497035,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,-0.594597929672235,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,-1.01186213658205,0,0,0,0,1,-0.296144691502133,0.392101431231712,-0.840695240347691,1,0,0,0,0,0,0,0,1,1,0,0,0,1,-1.08942825803439,0.903557055463593,-0.10370107233526,-0.0529893655188873,1.08854214152669,-0.250483467567576,-1.05098210852907,-0.798992027376396,1.46170978295872,-0.171126483353232,0,0,1,0.283851835239379,0,0,0,0,0,1,0.544274179529092,0,0,0,0,1,-1.55795653996407,0,1,-1.37392065586935,-1.10006359028035,1,0,0,0,0,0,1,0,1,0,0.161640047087065,-0.73103791376483,-0.349481284038999,-0.118643310289815,-0.283096987899947,-0.071743742720667,-0.0845039009804176,1.35886179649415,0.897518680238429,0,0,0,0,0,0,0,1,0,0,0,1,0
"594",1,0.0936662974854238,0,0,1,0,-0.189258602538624,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.589117211952074,-0.553194943706836,0.776999375622,0.509009446904662,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,-0.594597929672235,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,-1.01186213658205,0,0,0,0,1,-0.296144691502133,0.67622428608113,-0.532475210561394,1,0,0,0,0,0,0,0,0,1,0,0,0,1,-0.691130062655613,1.02165164945222,-0.10370107233526,0.342723139269642,-0.850831207824453,-0.250483467567576,0.775269919018846,1.18440562128709,-1.11336288274077,-0.171126483353232,0,1,0,0.283851835239379,0,0,0,0,0,1,0.544274179529092,1,0,0,0,0,0.702501374648608,1,0,0.202670971534758,0.0564894490941806,0,0,0,1,0,0,0,1,0,1,-0.779262898941257,1.10487542416834,-0.349481284038999,-0.118643310289815,-0.283096987899947,-0.071743742720667,-0.0845039009804176,0.247518835791721,0.897518680238429,0,0,0,0,0,0,0,1,0,0,0,1,0
"595",1,-0.148742805097743,0,0,0,1,-0.0373714451398377,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.165900824055469,1.30187982992661,-2.26729100382818,0.459739777516075,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,-0.594597929672235,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,-1.01186213658205,0,0,0,0,1,-0.296144691502133,0.394374414070507,-0.8382294801094,1,0,0,0,0,0,0,0,0,1,0,0,0,1,-1.08684190611635,0.808172960318934,-0.10370107233526,-0.13174767957874,-0.850831207824453,-0.250483467567576,-1.05098210852907,-0.798992027376396,0.174173450108972,-0.171126483353232,0,0,1,0.283851835239379,0,0,0,0,0,1,-1.005170186875,0,0,0,0,1,-2.9303774166932,0,1,-1.37392065586935,-1.52841656782648,0,0,0,1,0,0,0,1,0,1,-0.332333999577804,-0.73103791376483,3.57859941514765,-0.118643310289815,-0.283096987899947,-0.071743742720667,-0.0845039009804176,-0.122928817775754,0.146029322191501,0,0,0,0,0,0,0,1,0,0,0,1,0
"596",1,-0.875970112847243,0,0,1,0,-0.0260524658941957,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.34413524795962,0.374342443109888,0.743173926961443,0.459739777516075,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2.96134428792578,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,2.68479876071832,0,0,0,0,1,-0.296144691502133,-0.385258699636295,2.49794412229748,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2.42283764666938,-0.811085607255873,-0.10370107233526,1.10533413150773,1.08854214152669,-0.250483467567576,0.775269919018846,1.18440562128709,-1.11336288274077,-0.171126483353232,0,1,0,0.283851835239379,0,0,0,0,0,1,0.544274179529092,1,0,0,0,0,0.66213605474481,0,0,1.77926259893886,1.80738224481396,0,0,0,1,0,0,0,1,0,1,1.07117956158111,-0.027271134223783,-0.349481284038999,-0.118643310289815,-0.283096987899947,-0.071743742720667,-0.0845039009804176,0.617966489359196,0.146029322191501,0,0,0,0,0,0,0,1,0,0,0,1,0
"597",1,2.51775732331709,0,0,0,1,-0.873234527894941,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,-0.165900824055469,-0.553194943706836,-0.0686368408919391,-0.72273228781002,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1.4581505323048,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,-1.01186213658205,0,0,0,0,1,-0.296144691502133,-0.130684621691217,-1.40782009515448,1,0,0,0,0,0,0,0,1,1,0,0,0,1,-1.68428919918451,0.476599677197024,-0.10370107233526,-0.855939982031534,-0.850831207824453,-0.250483467567576,-1.05098210852907,1.18440562128709,0.174173450108972,-0.171126483353232,0,0,1,-0.347034801887348,0,0,0,0,0,1,-1.005170186875,0,0,0,0,1,-0.306631622946338,0,1,-1.37392065586935,-1.2714047812988,0,0,0,1,0,0,0,1,0,1,-0.779262898941257,-0.73103791376483,-0.349481284038999,-0.118643310289815,-0.283096987899947,-0.071743742720667,-0.0845039009804176,-1.23427177847818,1.64900803828536,0,0,0,0,0,0,0,1,0,0,1,0,0
"598",1,-0.875970112847243,0,0,1,0,-0.067652133207239,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.920918860063011,1.30187982992661,-0.47454222481863,1.00170614079053,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,-0.303657202777853,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0.744923643620842,0,0,0,0,1,-0.296144691502133,-0.762573850876322,-0.105898689337159,1,0,0,0,0,0,0,0,0,1,0,0,0,1,-0.318695386457275,-0.811085607255873,-0.10370107233526,-0.930856427112858,1.08854214152669,-0.250483467567576,-1.05098210852907,1.18440562128709,0.174173450108972,-0.171126483353232,0,1,0,-0.977921439014075,0,0,0,0,0,1,-1.005170186875,1,0,0,0,0,-0.791015461791912,1,0,-1.37392065586935,-1.01439299477113,0,0,0,1,0,0,0,1,0,1,-0.779262898941257,-0.73103791376483,-0.349481284038999,-0.118643310289815,-0.283096987899947,-0.071743742720667,-0.0845039009804176,0.617966489359196,0.146029322191501,0,0,0,0,0,0,0,1,0,0,0,1,0
"599",1,0.33607540006859,0,0,1,0,-0.339210891690292,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.589117211952074,0.374342443109888,-1.42165478731424,0.706088124459011,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,-0.594597929672235,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,-1.01186213658205,0,0,0,0,1,-0.296144691502133,0.439834070846414,-0.788914275343593,1,0,0,0,0,0,0,0,1,1,0,0,0,1,-0.841138473902166,0.667367867486342,-0.10370107233526,-0.0683568414330049,-0.850831207824453,-0.250483467567576,-1.05098210852907,1.18440562128709,0.174173450108972,-0.171126483353232,0,0,1,-0.347034801887348,0,0,0,0,0,1,0.544274179529092,1,0,0,0,0,-1.92124441909825,1,0,-1.37392065586935,-1.23927830798284,0,0,0,1,0,0,0,1,1,0,-0.779262898941257,-0.73103791376483,1.49129293482671,-0.118643310289815,-0.283096987899947,-0.071743742720667,-0.0845039009804176,-1.60471943204565,0.146029322191501,0,0,0,0,0,0,0,1,0,0,0,1,0
"600",1,-0.148742805097743,0,0,1,0,0.657536485812698,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.165900824055469,-0.553194943706836,-0.846622160084763,-1.75739534497035,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,-0.594597929672235,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,-1.01186213658205,0,0,0,0,1,-0.296144691502133,0.748959736922581,-0.453570882936102,1,0,0,0,0,0,0,0,1,1,0,0,0,1,-0.683371006901481,0.428907629624694,-0.10370107233526,-0.152877958960652,-0.850831207824453,3.88713233003016,-1.05098210852907,-0.798992027376396,0.174173450108972,-0.171126483353232,0,0,1,-0.347034801887348,0,0,0,0,0,1,0.544274179529092,1,0,0,0,0,-1.23503398073369,0,1,-1.37392065586935,-0.918013574823251,0,0,0,1,0,0,0,1,0,1,0.726181814704059,-0.73103791376483,-0.349481284038999,-0.118643310289815,-0.283096987899947,-0.071743742720667,-0.0845039009804176,-1.97516708561313,1.64900803828536,0,0,0,0,0,0,0,1,0,0,0,0,0
"601",1,-0.875970112847243,0,0,1,0,-0.0744241720721531,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.920918860063011,1.30187982992661,-0.305414981515842,0.656818455070424,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,-0.594597929672235,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0.376565334868623,0,0,0,0,1,-0.296144691502133,0.605761818078474,0.961775493842574,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0.801194994055782,-0.811085607255873,-0.10370107233526,-0.0990917932612402,1.08854214152669,-0.250483467567576,-1.05098210852907,-0.798992027376396,0.174173450108972,-0.171126483353232,0,0,1,0.283851835239379,0,0,0,0,0,1,-1.005170186875,0,0,0,0,1,-0.427727582657731,0,0,0.202670971534758,-0.114851741924269,0,0,0,1,0,0,0,1,0,1,-0.779262898941257,-0.73103791376483,-0.349481284038999,-0.118643310289815,-0.283096987899947,-0.071743742720667,-0.0845039009804176,-1.23427177847818,0.897518680238429,0,0,0,0,0,0,0,1,0,0,0,1,0
